country,continent,income_level,counterpart_area
Mauritius,Africa,Upper middle income,Nordic Development Fund
Mauritius,Africa,Upper middle income,Nordic Investment Bank
Mauritius,Africa,Upper middle income,Norway
Mauritius,Africa,Upper middle income,OPEC Fund for International Development
Mauritius,Africa,Upper middle income,Saudi Arabia
Mauritius,Africa,Upper middle income,Sweden
Mauritius,Africa,Upper middle income,UN Development Programme
Mauritius,Africa,Upper middle income,UN Population Fund
Mauritius,Africa,Upper middle income,UNICEF
Mauritius,Africa,Upper middle income,United Kingdom
Mauritius,Africa,Upper middle income,United States
Mauritius,Africa,Upper middle income,WB International Bank for Reconstruction and Development
Mauritius,Africa,Upper middle income,WB International Development Association
Mayotte,Africa,,EU Institutions
Mayotte,Africa,,France
Mexico,America,Upper middle income,Argentina
Mexico,America,Upper middle income,Australia
Mexico,America,Upper middle income,Austria
Mexico,America,Upper middle income,Bahamas
Mexico,America,Upper middle income,Belgium
Mexico,America,Upper middle income,Bondholders
Mexico,America,Upper middle income,Canada
Mexico,America,Upper middle income,Cayman Islands
Mexico,America,Upper middle income,Denmark
Mexico,America,Upper middle income,EU Institutions
Mexico,America,Upper middle income,Finland
Mexico,America,Upper middle income,France
Mexico,America,Upper middle income,Germany
Mexico,America,Upper middle income,Global Environment Facility
Mexico,America,Upper middle income,Greece
Mexico,America,Upper middle income,Hong Kong
Mexico,America,Upper middle income,Inter-American Development Bank
Mexico,America,Upper middle income,Ireland
Mexico,America,Upper middle income,Israel
Mexico,America,Upper middle income,Italy
Mexico,America,Upper middle income,Japan
Mexico,America,Upper middle income,Luxembourg
Mexico,America,Upper middle income,Montreal Protocol Fund
Mexico,America,Upper middle income,Multiple Lenders
Mexico,America,Upper middle income,Netherlands
Mexico,America,Upper middle income,New Zealand
Mexico,America,Upper middle income,Norway
Mexico,America,Upper middle income,Panama
Mexico,America,Upper middle income,Poland
Mexico,America,Upper middle income,South Korea
Mexico,America,Upper middle income,Spain
Mexico,America,Upper middle income,Sweden
Mexico,America,Upper middle income,Switzerland
Mexico,America,Upper middle income,UN Development Programme
Mexico,America,Upper middle income,UN High Commissioner for Refugees
Mexico,America,Upper middle income,UN Population Fund
Mexico,America,Upper middle income,UNICEF
Mexico,America,Upper middle income,United Kingdom
Mexico,America,Upper middle income,United States
Mexico,America,Upper middle income,WB International Bank for Reconstruction and Development
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Australia
"Micronesia, Fed. Sts.",Oceania,Lower middle income,France
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Germany
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Global Environment Facility
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Israel
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Japan
"Micronesia, Fed. Sts.",Oceania,Lower middle income,New Zealand
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Switzerland
"Micronesia, Fed. Sts.",Oceania,Lower middle income,UN Development Programme
"Micronesia, Fed. Sts.",Oceania,Lower middle income,UN Population Fund
"Micronesia, Fed. Sts.",Oceania,Lower middle income,United States
Moldova,Europe,Upper middle income,Austria
Moldova,Europe,Upper middle income,Bondholders
Moldova,Europe,Upper middle income,Canada
Moldova,Europe,Upper middle income,EU Institutions
Moldova,Europe,Upper middle income,Estonia
Moldova,Europe,Upper middle income,European Bank for Reconstruction and Development
Moldova,Europe,Upper middle income,European Development Fund
Moldova,Europe,Upper middle income,European Investment Bank
Moldova,Europe,Upper middle income,Finland
Moldova,Europe,Upper middle income,France
Moldova,Europe,Upper middle income,Germany
Moldova,Europe,Upper middle income,Global Environment Facility
Moldova,Europe,Upper middle income,Greece
Moldova,Europe,Upper middle income,International Fund for Agricultural Development
Moldova,Europe,Upper middle income,Ireland
Moldova,Europe,Upper middle income,Israel
Moldova,Europe,Upper middle income,Italy
Moldova,Europe,Upper middle income,Japan
Moldova,Europe,Upper middle income,Netherlands
Moldova,Europe,Upper middle income,Norway
Moldova,Europe,Upper middle income,Poland
Moldova,Europe,Upper middle income,Romania
Moldova,Europe,Upper middle income,Russia
Moldova,Europe,Upper middle income,South Korea
Moldova,Europe,Upper middle income,Spain
Moldova,Europe,Upper middle income,Sweden
Moldova,Europe,Upper middle income,Switzerland
Moldova,Europe,Upper middle income,Türkiye
Moldova,Europe,Upper middle income,UN Development Programme
Moldova,Europe,Upper middle income,UN High Commissioner for Refugees
Moldova,Europe,Upper middle income,UN Population Fund
Moldova,Europe,Upper middle income,UNICEF
Moldova,Europe,Upper middle income,United Kingdom
Moldova,Europe,Upper middle income,United States
Moldova,Europe,Upper middle income,WB International Bank for Reconstruction and Development
Moldova,Europe,Upper middle income,WB International Development Association
Mongolia,Asia,Lower middle income,Asian Development Bank
Mongolia,Asia,Lower middle income,Australia
Mongolia,Asia,Lower middle income,Austria
Mongolia,Asia,Lower middle income,Belgium
Mongolia,Asia,Lower middle income,Canada
Mongolia,Asia,Lower middle income,Czechia
Mongolia,Asia,Lower middle income,Denmark
Mongolia,Asia,Lower middle income,EU Institutions
Mongolia,Asia,Lower middle income,Finland
Mongolia,Asia,Lower middle income,France
Mongolia,Asia,Lower middle income,Germany
Mongolia,Asia,Lower middle income,Global Environment Facility
Mongolia,Asia,Lower middle income,India
Mongolia,Asia,Lower middle income,International Fund for Agricultural Development
Mongolia,Asia,Lower middle income,Ireland
Mongolia,Asia,Lower middle income,Israel
Mongolia,Asia,Lower middle income,Italy
Mongolia,Asia,Lower middle income,Japan
Mongolia,Asia,Lower middle income,Kuwait
Mongolia,Asia,Lower middle income,Luxembourg
Mongolia,Asia,Lower middle income,Netherlands
Mongolia,Asia,Lower middle income,New Zealand
Mongolia,Asia,Lower middle income,Nordic Development Fund
Mongolia,Asia,Lower middle income,Norway
Mongolia,Asia,Lower middle income,Poland
Mongolia,Asia,Lower middle income,Russia
Mongolia,Asia,Lower middle income,Serbia
Mongolia,Asia,Lower middle income,South Korea
Mongolia,Asia,Lower middle income,Sweden
Mongolia,Asia,Lower middle income,Switzerland
Mongolia,Asia,Lower middle income,Türkiye
Mongolia,Asia,Lower middle income,UN Development Programme
Mongolia,Asia,Lower middle income,UN Population Fund
Mongolia,Asia,Lower middle income,UNICEF
Mongolia,Asia,Lower middle income,United Kingdom
Mongolia,Asia,Lower middle income,United States
Mongolia,Asia,Lower middle income,WB International Development Association
Montserrat,America,,Canada
Montserrat,America,,Caribbean Development Bank
Montserrat,America,,EU Institutions
Montserrat,America,,Japan
Montserrat,America,,United Kingdom
Morocco,Africa,Lower middle income,African Development Bank
Morocco,Africa,Lower middle income,African Development Fund
Morocco,Africa,Lower middle income,Arab Fund for Economic & Social Development
Morocco,Africa,Lower middle income,Arab Monetary Fund
Morocco,Africa,Lower middle income,Austria
Morocco,Africa,Lower middle income,Belgium
Morocco,Africa,Lower middle income,Bondholders
Morocco,Africa,Lower middle income,Canada
Morocco,Africa,Lower middle income,China
Morocco,Africa,Lower middle income,Czechia
Morocco,Africa,Lower middle income,Denmark
Morocco,Africa,Lower middle income,EU Institutions
Morocco,Africa,Lower middle income,Egypt
Morocco,Africa,Lower middle income,European Development Fund
Morocco,Africa,Lower middle income,European Investment Bank
Morocco,Africa,Lower middle income,Finland
Morocco,Africa,Lower middle income,France
Morocco,Africa,Lower middle income,Germany
Morocco,Africa,Lower middle income,Global Environment Facility
Morocco,Africa,Lower middle income,Greece
Morocco,Africa,Lower middle income,International Finance Corporation
Morocco,Africa,Lower middle income,International Fund for Agricultural Development
Morocco,Africa,Lower middle income,Ireland
Morocco,Africa,Lower middle income,Islamic Development Bank
Morocco,Africa,Lower middle income,Italy
Morocco,Africa,Lower middle income,Japan
Morocco,Africa,Lower middle income,Kuwait
Morocco,Africa,Lower middle income,Luxembourg
Morocco,Africa,Lower middle income,Multiple Lenders
Morocco,Africa,Lower middle income,Netherlands
Morocco,Africa,Lower middle income,Norway
Morocco,Africa,Lower middle income,OPEC Fund for International Development
Morocco,Africa,Lower middle income,Poland
Morocco,Africa,Lower middle income,Portugal
Morocco,Africa,Lower middle income,Russia
Morocco,Africa,Lower middle income,Saudi Arabia
Morocco,Africa,Lower middle income,South Korea
Morocco,Africa,Lower middle income,Spain
Morocco,Africa,Lower middle income,Sweden
Morocco,Africa,Lower middle income,Switzerland
Morocco,Africa,Lower middle income,UN Development Programme
Morocco,Africa,Lower middle income,UN High Commissioner for Refugees
Morocco,Africa,Lower middle income,UN Population Fund
Morocco,Africa,Lower middle income,UN World Food Programme
Morocco,Africa,Lower middle income,UNICEF
Morocco,Africa,Lower middle income,United Arab Emirates
Morocco,Africa,Lower middle income,United Kingdom
Morocco,Africa,Lower middle income,United States
Morocco,Africa,Lower middle income,WB International Bank for Reconstruction and Development
Morocco,Africa,Lower middle income,WB International Development Association
Mozambique,Africa,Low income,African Development Bank
Mozambique,Africa,Low income,African Development Fund
Mozambique,Africa,Low income,Arab African International Bank
Mozambique,Africa,Low income,Arab Bank for Economic Development in Africa
Mozambique,Africa,Low income,Australia
Mozambique,Africa,Low income,Austria
Mozambique,Africa,Low income,Belgium
Mozambique,Africa,Low income,Brazil
Mozambique,Africa,Low income,Canada
Mozambique,Africa,Low income,China
Mozambique,Africa,Low income,Denmark
Mozambique,Africa,Low income,EU Institutions
Mozambique,Africa,Low income,European Investment Bank
Mozambique,Africa,Low income,Finland
Mozambique,Africa,Low income,France
Mozambique,Africa,Low income,Germany
Mozambique,Africa,Low income,Global Environment Facility
Mozambique,Africa,Low income,Iceland
Mozambique,Africa,Low income,International Fund for Agricultural Development
Mozambique,Africa,Low income,International Monetary Fund
Mozambique,Africa,Low income,Ireland
Mozambique,Africa,Low income,Islamic Development Bank
Mozambique,Africa,Low income,Israel
Mozambique,Africa,Low income,Italy
Mozambique,Africa,Low income,Japan
Mozambique,Africa,Low income,Kuwait
Mozambique,Africa,Low income,Luxembourg
Mozambique,Africa,Low income,Netherlands
Mozambique,Africa,Low income,New Zealand
Mozambique,Africa,Low income,Nordic Development Fund
Mozambique,Africa,Low income,North Korea
Mozambique,Africa,Low income,Norway
Mozambique,Africa,Low income,OPEC Fund for International Development
Mozambique,Africa,Low income,Poland
Mozambique,Africa,Low income,Portugal
Mozambique,Africa,Low income,South Africa
Mozambique,Africa,Low income,South Korea
Mozambique,Africa,Low income,Spain
Mozambique,Africa,Low income,Sweden
Mozambique,Africa,Low income,Switzerland
Mozambique,Africa,Low income,Türkiye
Mozambique,Africa,Low income,UN Development Programme
Mozambique,Africa,Low income,UN High Commissioner for Refugees
Mozambique,Africa,Low income,UN Population Fund
Mozambique,Africa,Low income,UN World Food Programme
Mozambique,Africa,Low income,UNICEF
Mozambique,Africa,Low income,United Arab Emirates
Mozambique,Africa,Low income,United Kingdom
Mozambique,Africa,Low income,United States
Mozambique,Africa,Low income,WB International Development Association
Myanmar,Asia,Lower middle income,Australia
Myanmar,Asia,Lower middle income,Austria
Myanmar,Asia,Lower middle income,Canada
Myanmar,Asia,Lower middle income,China
Myanmar,Asia,Lower middle income,Denmark
Myanmar,Asia,Lower middle income,EU Institutions
Myanmar,Asia,Lower middle income,European Economic Community
Myanmar,Asia,Lower middle income,Finland
Myanmar,Asia,Lower middle income,France
Myanmar,Asia,Lower middle income,Germany
Myanmar,Asia,Lower middle income,India
Myanmar,Asia,Lower middle income,Ireland
Myanmar,Asia,Lower middle income,Israel
Myanmar,Asia,Lower middle income,Japan
Myanmar,Asia,Lower middle income,Malaysia
Myanmar,Asia,Lower middle income,Multiple Lenders
Myanmar,Asia,Lower middle income,Netherlands
Myanmar,Asia,Lower middle income,New Zealand
Myanmar,Asia,Lower middle income,Norway
Myanmar,Asia,Lower middle income,OPEC Fund for International Development
Myanmar,Asia,Lower middle income,Singapore
Myanmar,Asia,Lower middle income,South Korea
Myanmar,Asia,Lower middle income,Sweden
Myanmar,Asia,Lower middle income,Switzerland
Myanmar,Asia,Lower middle income,Thailand
Myanmar,Asia,Lower middle income,UN Development Programme
Myanmar,Asia,Lower middle income,UN High Commissioner for Refugees
Myanmar,Asia,Lower middle income,UN Population Fund
Myanmar,Asia,Lower middle income,UNICEF
Myanmar,Asia,Lower middle income,United Kingdom
Myanmar,Asia,Lower middle income,United States
Namibia,Africa,Upper middle income,Arab Bank for Economic Development in Africa
Namibia,Africa,Upper middle income,Australia
Namibia,Africa,Upper middle income,Austria
Namibia,Africa,Upper middle income,Belgium
Namibia,Africa,Upper middle income,Canada
Namibia,Africa,Upper middle income,Denmark
Namibia,Africa,Upper middle income,EU Institutions
Namibia,Africa,Upper middle income,Finland
Namibia,Africa,Upper middle income,France
Namibia,Africa,Upper middle income,Germany
Namibia,Africa,Upper middle income,Global Environment Facility
Namibia,Africa,Upper middle income,Greece
Namibia,Africa,Upper middle income,Iceland
Namibia,Africa,Upper middle income,Ireland
Namibia,Africa,Upper middle income,Israel
Namibia,Africa,Upper middle income,Italy
Namibia,Africa,Upper middle income,Japan
Namibia,Africa,Upper middle income,Luxembourg
Namibia,Africa,Upper middle income,Netherlands
Namibia,Africa,Upper middle income,New Zealand
Namibia,Africa,Upper middle income,Norway
Namibia,Africa,Upper middle income,Portugal
Namibia,Africa,Upper middle income,Spain
Namibia,Africa,Upper middle income,Sweden
Namibia,Africa,Upper middle income,Switzerland
Namibia,Africa,Upper middle income,UN Development Programme
Namibia,Africa,Upper middle income,UN High Commissioner for Refugees
Namibia,Africa,Upper middle income,UN Population Fund
Namibia,Africa,Upper middle income,UN World Food Programme
